,theta,easting,northing,channel_width_dem,channel_width_water,channel_width_mean,bar_width,bar_height,sample,ratio
0,57,324867.6907412172,3334635.747429799,406,20,213.0,286.0,-4.5305731443425366,10,0.7447552447552448
1,57,324799.57872398733,3334631.5204289216,450,79,264.5,232.0,5.0996553624454695,10,1.1400862068965518
2,57,325190.2530847443,3334751.054101477,344,282,313.0,46.0,4.965033498204255,10,6.804347826086956
3,57,324939.4197132455,3334648.77712569,363,688,525.5,258.0,-4.854373325150776,10,2.0368217054263567
4,57,325274.75018680457,3334271.5248930263,295,126,210.5,139.0,-2.2800958888302976,10,1.514388489208633
5,57,325061.13210873504,3334270.56606383,289,251,270.0,138.0,5.444339715607384,10,1.9565217391304348
6,57,325515.2118668242,3334792.932292843,232,192,212.0,95.0,-5.161902778578713,10,2.231578947368421
7,57,325234.1794022497,3334773.4094576472,357,203,280.0,33.0,4.8356167819796285,10,8.484848484848484
8,57,325590.99368230783,3334542.4040995906,485,424,454.5,34.0,5.120952707204273,10,13.367647058823529
9,57,324944.0822852097,3334301.2012393097,297,201,249.0,102.0,5.4118909139511775,10,2.4411764705882355
0,58,325597.00739328365,3334563.4957171623,475,16,245.5,54.0,5.321650257064255,10,4.546296296296297
1,58,325586.9407854745,3334720.244731535,202,238,220.0,145.0,-3.6211712457907987,10,1.5172413793103448
2,58,325582.9753913861,3334522.140458451,444,389,416.5,27.0,5.331318602148491,10,15.425925925925926
3,58,324795.9616402568,3334368.005961098,282,299,290.5,130.0,5.296100936442611,10,2.2346153846153847
4,58,324819.144974238,3334356.239959348,266,252,259.0,101.0,5.332994130521167,10,2.5643564356435644
5,58,325380.1211093549,3334812.367872716,237,138,187.5,50.0,5.179602372102274,10,3.75
6,58,324767.2874972273,3334383.519626885,235,278,256.5,90.0,5.306331029319669,10,2.85
7,58,325607.2916661544,3334644.2016512095,442,70,256.0,10.0,5.513661405045541,10,25.6
8,58,325001.6048962723,3334283.1600423967,381,216,298.5,130.0,4.394052248232893,10,2.296153846153846
9,58,325564.4546612122,3334753.320192458,256,167,211.5,141.0,-4.1420073893351725,10,1.5
0,59,325251.9154595832,3334268.300133895,312,131,221.5,158.0,-2.344434945215135,10,1.4018987341772151
1,59,325549.85612694186,3334769.138890449,277,191,234.0,143.0,-5.487860430325396,10,1.6363636363636365
2,59,325256.0989837226,3334782.473608765,411,226,318.5,31.0,-5.119608594777535,10,10.274193548387096
3,59,325145.5857899671,3334262.2863295972,364,208,286.0,110.0,-4.37368718193132,10,2.6
4,59,325532.4252683432,3334434.9850001712,502,165,333.5,26.0,-4.9750259042087555,10,12.826923076923077
5,59,325353.7130294207,3334808.4458767343,236,83,159.5,33.0,-5.23070612028266,10,4.833333333333333
6,59,324773.34481661377,3334380.2513146237,253,192,222.5,96.0,5.262975069323267,10,2.3177083333333335
7,59,325515.2118668242,3334792.932292843,267,191,229.0,129.0,-4.739948479754492,10,1.7751937984496124
8,59,325495.81980936916,3334801.9528679466,240,193,216.5,128.0,-5.185262554511899,10,1.69140625
9,59,325564.4546612122,3334753.320192458,253,179,216.0,160.0,-4.1542748144989945,10,1.35
0,60,324965.5227812114,3334655.139456636,595,279,437.0,83.0,-5.235927352464024,10,5.265060240963855
1,60,324842.8514262377,3334633.002046105,380,138,259.0,231.0,-3.598123845859031,10,1.121212121212121
2,60,325031.6299687894,3334275.6646668594,312,216,264.0,164.0,4.917470853363049,10,1.6097560975609757
3,60,325373.49731027876,3334301.1142287743,318,250,284.0,134.0,-5.177536416939187,10,2.1194029850746268
4,60,325328.9608960046,3334804.0009597824,390,127,258.5,49.0,-5.147625059321129,10,5.275510204081633
5,60,325463.2238569299,3334364.4326664796,541,9,275.0,44.0,5.625562790740623,10,6.25
6,60,325519.3519593715,3334419.819949044,500,195,347.5,24.0,5.634079448016368,10,14.479166666666666
7,60,325091.1571823051,3334265.7725144387,392,210,301.0,256.0,3.714208123620026,10,1.17578125
8,60,325566.28513873473,3334485.535168896,489,381,435.0,12.0,5.35570677628763,10,36.25
9,60,325145.0630227679,3334725.430379566,384,272,328.0,36.0,5.4539144917347535,10,9.11111111111111
