,Unnamed: 0,bar,idx,easting,northing,channel_width_dem,channel_width_water,channel_width_mean,bar_width,bar_height,distance,river,normalized_distance,normalized_width
80,80,8,8_18,420099.64927780075,3718419.4318575994,313.0,184.0,248.5,122.0,16.253761561983616,1132.348760765467,Red River,1.0,1.0424929178470255
81,81,9,9_0,424452.7148380154,3718976.6432513054,192.0,63.0,127.5,20.0,19.214872844820388,0.0,Red River,0.0,0.40384615384615385
82,82,9,9_1,424489.4382327546,3718911.2728251074,221.0,139.0,180.0,26.0,17.829775170013324,74.97933276897152,Red River,0.06875301937817144,0.8910256410256411
83,83,9,9_2,424526.161617226,3718845.9024211145,385.0,126.0,255.5,36.0,26.78829636368557,149.95864114960085,Red River,0.13750601639321824,0.8076923076923077
84,84,9,9_3,424562.3848020258,3718780.3795951833,304.0,43.0,173.5,38.0,4.000807730418076,224.82643020890154,Red River,0.20615675469540115,0.27564102564102566
85,85,9,9_8,424628.47720407526,3718417.80029102,513.0,182.0,347.5,62.0,11.001658000885534,585.8309172309141,Red River,0.5371832866106401,1.1666666666666667
86,86,9,9_9,424630.9758283504,3718343.08641362,406.0,157.0,281.5,46.0,12.728145270821411,658.157463874076,Red River,0.6035038082700613,1.0064102564102564
87,87,9,9_10,424628.38404187467,3718268.41172334,507.0,156.0,331.5,30.0,12.610985305232155,729.6927890481894,Red River,0.669098811803554,1.0
88,88,9,9_14,424600.61753566295,3717969.8468014463,510.0,210.0,360.0,26.0,6.5513568204377775,1017.6022304517808,Red River,0.9331001395423785,1.3461538461538463
89,89,9,9_15,424593.49130664405,3717895.206999351,505.0,236.0,370.5,26.0,11.42820933837184,1090.5605811513915,Red River,1.0,1.5128205128205128
90,90,10,10_2,423105.68686505954,3714819.5149224726,173.0,234.0,203.5,54.0,22.091103107210927,0.0,Red River,0.0,1.0
91,91,10,10_4,423059.17935422884,3714681.6542014335,0.0,235.0,117.5,34.0,3.9135777332089736,145.49407881111304,Red River,0.07821658854233099,1.0042735042735043
92,92,10,10_11,423305.8156857353,3714249.963020615,359.0,287.0,323.0,154.0,8.954608219327456,603.6894183062616,Red River,0.32453916492588825,1.2264957264957266
93,93,10,10_14,423487.2453171022,3714128.347854905,328.0,208.0,268.0,138.0,9.703689320272405,789.492728032037,Red River,0.4244257111371023,0.8888888888888888
94,94,10,10_17,423707.8754430136,3714095.8164196895,296.0,236.0,266.0,70.0,12.237735401631484,941.4725733386999,Red River,0.5061290019116435,1.0085470085470085
95,95,10,10_18,423782.3467653828,3714087.10610152,278.0,235.0,256.5,64.0,15.874308836834535,997.1415655336415,Red River,0.5360562586952741,1.0042735042735043
96,96,10,10_21,424006.22682081437,3714079.546154397,240.0,208.0,224.0,64.0,10.533977674525783,1165.5582309083406,Red River,0.6265958677771395,0.8888888888888888
97,97,10,10_25,424305.48458350776,3714099.400622691,0.0,182.0,91.0,52.0,3.292376627640227,1399.3138211078729,Red River,0.7522612210857308,0.7777777777777778
98,98,10,10_32,424829.7122838135,3714121.037866245,286.0,209.0,247.5,20.0,14.193957559816294,1860.1435005359679,Red River,1.0,0.8931623931623932
99,99,11,11_7,426189.75604106643,3713590.588046589,299.0,219.0,259.0,26.0,20.24553683448176,0.0,Red River,0.0,1.1556728232189974
100,100,11,11_8,426208.8468075895,3713518.10695826,228.0,187.0,207.5,44.0,1.7414035010224862,74.95308887438158,Red River,0.05168695786303167,0.9868073878627969
101,101,11,11_9,426221.07752252393,3713445.378611898,223.0,182.0,202.5,20.0,20.867937705590844,148.54903272636693,Red River,0.1024380410524501,0.9604221635883905
102,102,11,11_12,426196.2460541845,3713224.975989634,189.0,160.0,174.5,28.0,17.328177933958195,365.66965482654734,Red River,0.2521624168482947,0.8443271767810027
103,103,11,11_17,426103.3235695272,3712864.178717643,290.0,129.0,209.5,52.0,1.891386653823455,731.5333794954491,Red River,0.5044586624675568,0.6807387862796834
104,104,11,11_24,425870.12998082227,3712394.9386295374,406.0,192.0,299.0,46.0,3.719138945020936,1237.6341732850572,Red River,0.8534610958014449,1.0131926121372032
105,105,11,11_25,425827.45358264906,3712333.459058887,314.0,247.0,280.5,46.0,14.063733803441085,1308.2952125174631,Red River,0.9021882958703363,1.3034300791556728
106,106,11,11_27,425739.1991620647,3712212.222614423,347.0,240.0,293.5,26.0,12.442976755136511,1450.135430160239,Red River,1.0,1.266490765171504
107,107,12,12_2,425247.8908606299,3711400.2287465236,430.0,261.0,345.5,22.0,2.3745765853289336,0.0,Red River,0.0,1.0275590551181102
108,108,12,12_3,425256.9045653874,3711326.373354314,354.0,237.0,295.5,42.0,3.426660984723225,74.40339933031875,Red River,0.04785420999745077,0.9330708661417323
109,109,12,12_5,425297.0550810085,3711183.770045622,441.0,260.0,350.5,30.0,53.13480564147501,221.971821998975,Red River,0.14276614078205457,1.0236220472440944
110,110,12,12_8,425421.6621385642,3710999.617772866,160.0,255.0,207.5,52.0,47.088426106834774,436.67563390896225,Red River,0.28085769835699104,1.0039370078740157
111,111,12,12_12,425642.2896442226,3710799.0217643986,401.0,254.0,327.5,52.0,14.136726625268512,719.0272844999084,Red River,0.46245847603812684,1.0
112,112,12,12_17,425970.7648998878,3710619.7279061833,409.0,226.0,317.5,40.0,7.849745673907416,1063.8272596643094,Red River,0.6842242900620217,0.889763779527559
113,113,12,12_24,426456.91959113633,3710422.6647532913,491.0,248.0,369.5,24.0,1.146713070135127,1554.7931798327102,Red River,1.0,0.9763779527559056
114,114,13,13_2,430496.34454257396,3710604.5960595408,251.0,202.0,226.5,58.0,13.242520062866507,0.0,Red River,0.0,0.7292418772563177
115,115,13,13_5,430648.73676550935,3710440.8424963537,207.0,325.0,266.0,38.0,1.5577979122571528,223.69313594220299,Red River,0.17388170667384856,1.1732851985559567
116,116,13,13_16,430538.01825325843,3709699.013958746,366.0,277.0,321.5,50.0,13.375291910123412,906.5404786560088,Red River,0.7046743072096877,1.0
117,117,13,13_17,430493.2027555165,3709638.9039403,353.0,277.0,315.0,48.0,12.72032468861176,965.6972299792653,Red River,0.7506581807784594,1.0
118,118,13,13_22,430269.12537068065,3709338.3537232564,333.0,248.0,290.5,54.0,11.722991560708294,1286.4673358755683,Red River,1.0,0.8953068592057761
119,119,14,14_0,429991.23521378107,3708984.812442942,431.0,297.0,364.0,38.0,13.358859123281436,0.0,Red River,0.0,1.3318385650224216
120,120,14,14_1,429950.7893868608,3708922.8938341937,471.0,266.0,368.5,48.0,12.218990068509248,73.95795443761571,Red River,0.04563081359139,1.1928251121076232
121,121,14,14_2,429919.8735401204,3708855.85366614,498.0,280.0,389.0,30.0,3.807181125332365,147.38675171764257,Red River,0.09093514611928798,1.2556053811659194
122,122,14,14_3,429895.919179548,3708785.0722897365,513.0,231.0,372.0,92.0,10.068525297454663,221.31713712342943,Red River,0.1365489500818714,1.0358744394618835
123,123,14,14_4,429876.6616031277,3708712.9774528695,518.0,275.0,396.5,130.0,8.358828605993272,294.99385431882547,Red River,0.18200624502645368,1.2331838565022422
124,124,14,14_9,429860.160595151,3708340.658208502,363.0,262.0,312.5,26.0,19.784197227908773,657.3547241756777,Red River,0.4055768052317017,1.1748878923766817
125,125,14,14_12,429892.8755512204,3708118.8911790038,299.0,189.0,244.0,22.0,19.7646266546522,871.4896778273179,Red River,0.5376944689472524,0.8475336322869955
126,126,14,14_15,429979.2828887013,3707915.3700033305,284.0,199.0,241.5,16.0,18.986121668204532,1069.509228439421,Red River,0.6598692001190491,0.8923766816143498
127,127,14,14_16,430027.2551670945,3707859.6318299114,274.0,223.0,248.5,24.0,19.07695108383501,1125.7570115157175,Red River,0.6945731359431316,1.0
128,128,14,14_22,430427.1300414082,3707667.9212671933,299.0,107.0,203.0,32.0,14.527700296833089,1387.1577666282499,Red River,0.8558530039423186,0.4798206278026906
129,129,14,14_23,430499.74959444406,3707649.26614195,389.0,134.0,261.5,50.0,19.89810375986012,1429.080402718554,Red River,0.8817185650877388,0.600896860986547
130,130,14,14_24,430572.3691550821,3707630.611024424,253.0,133.0,193.0,32.0,15.661800139849026,1473.627544411569,Red River,0.9092034020343559,0.5964125560538116
131,131,14,14_27,430790.22769342427,3707574.645646226,298.0,213.0,255.5,34.0,1.6878416214518968,1620.7897387034693,Red River,1.0,0.9551569506726457
132,132,15,15_0,431484.6624671315,3707298.1388552473,356.0,251.0,303.5,28.0,13.569590114990255,0.0,Red River,0.0,0.984313725490196
133,133,15,15_1,431552.37694805255,3707266.223739977,375.0,258.0,316.5,26.0,14.464207214485233,74.85870362972392,Red River,0.07879413754462122,1.011764705882353
134,134,15,15_2,431617.2438101333,3707229.706589735,388.0,204.0,296.0,30.0,15.264022404419071,149.2004942193257,Red River,0.15704418715815222,0.8
135,135,15,15_3,431678.2144494765,3707186.8926712745,391.0,276.0,333.5,30.0,15.244840655121706,223.24444745209465,Red River,0.23498074165992852,1.0823529411764705
136,136,15,15_4,431736.7126534588,3707140.082970376,394.0,271.0,332.5,28.0,13.261400052781438,297.5079144662184,Red River,0.3131483501105758,1.0627450980392157
137,137,15,15_5,431794.97212802275,3707092.887477245,142.0,249.0,195.5,46.0,20.600315695985977,372.04867129745975,Red River,0.3916078259183945,0.9764705882352941
138,138,15,15_7,431905.4772649691,3706993.1850386593,323.0,252.0,287.5,86.0,2.5471471932093426,519.6940680156854,Red River,0.5470151617759543,0.9882352941176471
139,139,15,15_8,431950.8946895157,3706934.64713633,310.0,255.0,282.5,72.0,3.521324009476935,591.1841632779493,Red River,0.6222635981773592,1.0
140,140,15,15_10,432030.88605718594,3706807.9940423407,471.0,261.0,366.0,68.0,4.1328435391842095,733.8951886688079,Red River,0.772477155433196,1.0235294117647058
141,141,15,15_12,432110.15976943256,3706680.707151357,364.0,279.0,321.5,100.0,5.521277713642235,878.902033308981,Red River,0.9251072265870404,1.0941176470588236
142,142,15,15_13,432145.1333280797,3706615.2177172494,353.0,245.0,299.0,76.0,5.677269227788547,950.0542294448155,Red River,1.0,0.9607843137254902
143,143,16,16_1,432834.42692447867,3703861.6422030604,331.0,260.0,295.5,24.0,14.8442925371524,0.0,Red River,0.0,1.0590631364562118
144,144,16,16_3,432775.09726105374,3703723.9250668525,366.0,249.0,307.5,40.0,17.251099767430524,149.95338798252996,Red River,0.2072894452531768,1.0142566191446027
145,145,16,16_4,432739.46562597493,3703659.974014607,395.0,238.0,316.5,42.0,17.130239124025298,222.9073943315784,Red River,0.3081380870114598,0.9694501018329938
146,146,16,16_7,432572.2002400342,3703517.773802197,313.0,259.0,286.0,40.0,15.604502877845617,432.44457580951445,Red River,0.5977937372961729,1.054989816700611
147,147,16,16_8,432510.36125613935,3703475.3775295033,307.0,212.0,259.5,38.0,15.011573636873024,504.20130447511383,Red River,0.6969873112353475,0.8635437881873728
148,148,16,16_9,432448.5222668817,3703432.9812549055,283.0,242.0,262.5,24.0,14.612333994440824,576.7777849641502,Red River,0.7973140766482976,0.9857433808553971
149,149,16,16_10,432386.6832823604,3703390.5849685036,246.0,241.0,243.5,24.0,14.570773876504159,649.8994439801669,Red River,0.89839447461295,0.9816700610997964
150,150,16,16_11,432324.84430257813,3703348.1886702864,224.0,257.0,240.5,18.0,11.647624148386624,723.4009806885325,Red River,1.0,1.0468431771894093
151,151,17,17_3,431409.3161878962,3701776.75795224,320.0,122.0,221.0,34.0,4.615001755266613,0.0,Red River,0.0,0.8531468531468531
152,152,17,17_7,431560.0385709165,3701517.4769485164,242.0,155.0,198.5,28.0,17.039748624779893,299.9064448042651,Red River,0.44684681141978577,1.083916083916084
153,153,17,17_9,431639.51873188396,3701390.8852853263,209.0,143.0,176.0,46.0,14.026928573443884,449.3227418342185,Red River,0.6694702230158969,1.0
154,154,17,17_10,431686.1969185696,3701332.7248204863,291.0,182.0,236.5,22.0,13.796992450091764,523.2861178295593,Red River,0.7796722520084087,1.2727272727272727
155,155,17,17_12,431787.56709687377,3701222.335536605,181.0,118.0,149.5,36.0,13.633019011099885,671.1616534788719,Red River,1.0,0.8251748251748252
156,156,18,18_0,433116.54349545314,3696806.4185134633,395.0,250.0,322.5,48.0,12.859846251132971,0.0,Red River,0.0,0.984251968503937
157,157,18,18_1,433175.1499541568,3696759.656833135,377.0,251.0,314.0,20.0,12.625640560371867,74.97580775761041,Red River,0.06806132186448122,0.9881889763779528
158,158,18,18_2,433233.7563815711,3696712.8951494517,315.0,278.0,296.5,32.0,9.193785185160447,149.95159314980597,Red River,0.13612262342615083,1.094488188976378
159,159,18,18_3,433292.3627975886,3696666.1334726014,302.0,260.0,281.0,32.0,7.706319072038765,224.9273653716351,Red River,0.20418391303206332,1.0236220472440944
160,160,18,18_4,433347.6978568382,3696616.530665826,378.0,263.0,320.5,24.0,12.785511757834845,299.1483469244779,Red River,0.2715600209480597,1.0354330708661417
161,161,18,18_7,433474.85575773736,3696433.983404142,413.0,219.0,316.0,28.0,13.30363865017882,516.8129138852364,Red River,0.4691509318496546,0.8622047244094488
162,162,18,18_9,433551.04034238827,3696304.8271710286,327.0,251.0,289.0,50.0,2.0945765825197284,663.6123754135896,Red River,0.6024121223514616,0.9881889763779528
163,163,18,18_10,433587.3430509109,3696239.3528921283,327.0,254.0,290.5,62.0,2.6220113665351734,737.0316413284843,Red River,0.6690604511649696,1.0
164,164,18,18_15,433736.4508588538,3695895.8034477364,0.0,259.0,129.5,38.0,1.5396213343234404,1101.5920012088043,Red River,1.0,1.0196850393700787
165,165,19,19_0,434069.6108029018,3689478.925863841,533.0,233.0,383.0,44.0,8.026873257793872,0.0,Red River,0.0,1.0519187358916477
166,166,19,19_1,434096.0746670068,3689410.168527978,418.0,246.0,332.0,44.0,17.007224756771844,73.6743329685149,Red River,0.05548502521102977,1.110609480812641
167,167,19,19_2,434133.4823608881,3689347.09229038,344.0,257.0,300.5,24.0,14.894708146567824,146.49118407299,Red River,0.11032427052929035,1.1602708803611739
168,168,19,19_4,434227.6116358058,3689230.966024459,360.0,236.0,298.0,38.0,17.48658115099884,294.02099439464,Red River,0.22143074296350146,1.0654627539503385
169,169,19,19_5,434277.4120218696,3689177.4456045185,365.0,210.0,287.5,40.0,17.405641907423092,366.1580169349204,Red River,0.2757580012232617,0.9480812641083521
170,170,19,19_8,434477.6810695224,3689134.334190303,370.0,235.0,302.5,30.0,18.063891096100065,534.1018292157336,Red River,0.4022385037670665,1.0609480812641083
171,171,19,19_9,434552.53124222334,3689138.6519481805,288.0,209.0,248.5,26.0,16.101146550123413,590.7609401386417,Red River,0.4449091608510686,0.9435665914221218
172,172,19,19_12,434777.08169386006,3689151.605171994,248.0,130.0,189.0,40.0,7.673608413264262,779.5215820390383,Red River,0.587067067854713,0.5869074492099323
173,173,19,19_13,434851.9318357434,3689155.922883467,221.0,130.0,175.5,18.0,11.309866990386586,846.3788299319965,Red River,0.63741806440145,0.5869074492099323
174,174,19,19_14,434926.78196984757,3689160.24059334,231.0,157.0,194.0,22.0,11.269146722300338,914.4958781086249,Red River,0.6887178316758458,0.708803611738149
175,175,19,19_15,435001.63209638325,3689164.5582816238,241.0,157.0,199.0,20.0,12.361069740741982,983.6110350397788,Red River,0.7407692866435914,0.708803611738149
176,176,19,19_20,435371.1507903482,3689216.038984998,387.0,240.0,313.5,18.0,14.85515722614157,1327.8237270020977,Red River,1.0,1.0835214446952597
177,177,20,20_2,438095.04962596967,3687996.498936456,277.0,184.0,230.5,24.0,17.10454478296626,0.0,Red River,0.0,1.1358024691358024
178,178,20,20_5,438085.4102752994,3687776.290456323,0.0,186.0,93.0,38.0,6.60044065907161,220.41935442225252,Red River,0.11114632536823751,1.1481481481481481
179,179,20,20_8,438026.6187066527,3687559.188105103,277.0,165.0,221.0,38.0,16.742451509368042,442.6325269761298,Red River,0.22319718243802,1.0185185185185186
180,180,20,20_9,438004.9914929293,3687487.911286229,269.0,148.0,208.5,42.0,16.76745591226172,516.4996275802208,Red River,0.2604446229782133,0.9135802469135802
181,181,20,20_10,437974.35168101365,3687421.4763532095,282.0,119.0,200.5,34.0,16.964683319150268,587.5533721801875,Red River,0.29627343046492216,0.7345679012345679
182,182,20,20_11,437932.2579893346,3687361.194854042,281.0,168.0,224.5,30.0,18.114963340243413,655.829546521347,Red River,0.3307016498384515,1.037037037037037
183,183,20,20_13,437833.69427427714,3687248.3553872136,288.0,186.0,237.0,26.0,18.033680580926628,792.4805298122633,Red River,0.39960782502688785,1.1481481481481481
184,184,20,20_14,437781.87211632216,3687195.2796214637,289.0,151.0,220.0,38.0,17.78955225569841,860.2514418854217,Red River,0.4337812662091702,0.9320987654320988
185,185,20,20_20,437380.64271521044,3687003.049239423,190.0,135.0,162.5,24.0,13.88780729736126,1223.6500866978138,Red River,0.6170248117705988,0.8333333333333334
186,186,20,20_21,437311.37452687294,3686974.361023232,218.0,110.0,164.0,40.0,6.2586099218219635,1287.987800638952,Red River,0.649467064883506,0.6790123456790124
187,187,20,20_24,437098.7384892729,3686905.3189618136,240.0,133.0,186.5,26.0,12.897763997225963,1477.6026590958118,Red River,0.7450802419020973,0.8209876543209876
188,188,20,20_25,437024.90290881705,3686892.723111082,242.0,159.0,200.5,72.0,11.775078313808525,1537.379285964666,Red River,0.775222569633689,0.9814814814814815
189,189,20,20_30,436654.84758010274,3686832.8350369385,275.0,184.0,229.5,28.0,11.921935426657734,1851.565716889313,Red River,0.9336508862820508,1.1358024691358024
190,190,20,20_32,436506.8246084819,3686808.892915402,289.0,184.0,236.5,24.0,9.804137348187083,1983.1456747848738,Red River,1.0,1.1358024691358024
191,191,21,21_1,435031.72686043096,3686075.1469440833,417.0,265.0,341.0,26.0,13.382259454643457,0.0,Red River,0.0,1.0433070866141732
192,192,21,21_3,435013.3971320147,3685927.383733767,320.0,261.0,290.5,34.0,14.687099891791165,148.89575301787795,Red River,0.08169766219548462,1.0275590551181102
193,193,21,21_4,435018.06301934656,3685854.0602055863,283.0,210.0,246.5,32.0,13.245130189595773,221.5085697945544,Red River,0.1215396137343659,0.8267716535433071
194,194,21,21_5,435032.81551297405,3685781.1436821762,280.0,191.0,235.5,18.0,11.123714702469229,294.00527746340026,Red River,0.16131785732673362,0.7519685039370079
195,195,21,21_6,435050.7950317996,3685708.357385373,242.0,185.0,213.5,46.0,11.06251394564523,367.28486973746567,Red River,0.20152566214377635,0.7283464566929134
196,196,21,21_7,435068.77454336226,3685635.571102465,0.0,218.0,109.0,24.0,1.9369452683645696,441.13427813417377,Red River,0.24204611956613292,0.8582677165354331
197,197,21,21_10,435128.3213943887,3685420.695555503,293.0,204.0,248.5,26.0,10.779184528051708,661.5414756499681,Red River,0.3629814209641301,0.8031496062992126
198,198,21,21_12,435216.6619703708,3685307.656346708,308.0,242.0,275.0,52.0,9.83729319977342,789.4572895019744,Red River,0.43316759308609065,0.952755905511811
199,199,21,21_13,435273.93697441794,3685259.275895141,380.0,254.0,317.0,40.0,10.265609292750092,851.0648082370952,Red River,0.4669710438381047,1.0
200,200,21,21_15,435388.4869748884,3685162.515023015,309.0,267.0,288.0,32.0,8.422033700650799,979.8850966417,Red River,0.5376534924150003,1.0511811023622046
201,201,21,21_16,435445.7619313198,3685114.134602042,317.0,277.0,297.0,30.0,8.997342377359052,1046.4080282001482,Red River,0.5741539827282659,1.0905511811023623
202,202,21,21_17,435503.0368653318,3685065.754177855,380.0,258.0,319.0,38.0,10.251853125370204,1114.004882051189,Red River,0.6112437238355009,1.015748031496063
203,203,21,21_19,435617.5867657568,3684968.9933507764,368.0,286.0,327.0,38.0,9.591794929748113,1251.721854348689,Red River,0.6868076969731036,1.125984251968504
204,204,21,21_20,435674.8616921768,3684920.6129474686,319.0,286.0,302.5,32.0,9.508359063969573,1321.579040823388,Red River,0.7251376607689928,1.125984251968504
205,205,21,21_22,435789.4114474104,3684823.8521607923,316.0,250.0,283.0,40.0,8.868023779934559,1462.8139211934447,Red River,0.8026318761030402,0.984251968503937
206,206,21,21_24,435903.9264448314,3684727.0507902983,274.0,254.0,264.0,32.0,9.131839986644037,1605.6448408282147,Red River,0.8810018227729816,1.0
207,207,21,21_27,436074.4394694787,3684580.377613165,310.0,289.0,299.5,36.0,8.70744452795735,1822.5215877242977,Red River,1.0,1.1377952755905512
208,208,22,22_0,435644.5865146378,3682061.148561147,405.0,231.0,318.0,36.0,8.995159238124177,0.0,Red River,0.0,1.0
209,209,22,22_1,435579.34862380405,3682024.2022321145,355.0,261.0,308.0,34.0,9.03882788740475,74.97341948595859,Red River,0.03579614178667914,1.12987012987013
210,210,22,22_7,435162.83781410096,3681874.9696146105,338.0,236.0,287.0,28.0,11.51470799953792,516.4730492507624,Red River,0.24659062674127183,1.0216450216450217
211,211,22,22_9,435014.6048718915,3681852.362788594,377.0,211.0,294.0,34.0,12.23317948785975,663.6779105996864,Red River,0.3168737500756877,0.9134199134199135
212,212,22,22_14,434649.5368374143,3681843.900794225,330.0,213.0,271.5,36.0,11.995886344318675,1018.4892990970835,Red River,0.4862788386692527,0.922077922077922
213,213,22,22_17,434440.5969821477,3681926.844772134,337.0,247.0,292.0,40.0,12.104412595609887,1211.4570987405878,Red River,0.5784115273429505,1.0692640692640694
214,214,22,22_22,434098.0041217517,3682072.706328252,327.0,283.0,305.0,52.0,12.729274151848813,1546.6255784661535,Red River,0.7384380874884303,1.225108225108225
215,215,22,22_28,433833.2209015346,3682428.2513893414,297.0,192.0,244.5,32.0,11.560509776141686,1848.1909724920376,Red River,0.8824208173214751,0.8311688311688312
216,216,22,22_30,433762.1643771308,3682559.6031942307,279.0,238.0,258.5,28.0,10.743079992262551,1947.2981602772102,Red River,0.9297396533884561,1.0303030303030303
217,217,22,22_31,433731.9643129031,3682628.1911382056,274.0,206.0,240.0,26.0,9.85608402281977,1994.9087625166317,Red River,0.9524713879151266,0.8917748917748918
218,218,22,22_33,433672.19329729205,3682765.7108864463,258.0,224.0,241.0,38.0,8.637152847475022,2094.4553167978156,Red River,1.0,0.9696969696969697
219,219,23,23_6,432841.9164569035,3683565.207465108,366.0,265.0,315.5,22.0,11.015522156811908,0.0,Red River,0.0,1.25
220,221,23,23_13,432435.29466522025,3683252.649269108,410.0,212.0,311.0,24.0,15.631566739846535,512.8683138568452,Red River,0.18081998605650468,1.0
221,223,23,23_18,432206.34881943726,3682956.0722232237,370.0,257.0,313.5,30.0,10.542743384103227,880.3362793272997,Red River,0.31037673697546747,1.2122641509433962
222,225,23,23_23,432060.3106099781,3682613.937111085,347.0,255.0,301.0,26.0,12.820480587278073,1231.1876324880018,Red River,0.4340750335407958,1.2028301886792452
223,227,23,23_25,432012.8537322175,3682472.238742317,535.0,240.0,387.5,48.0,4.134744694290824,1371.8329455378434,Red River,0.4836618043696205,1.1320754716981132
224,229,23,23_27,431995.0326667999,3682325.4283608086,321.0,209.0,265.0,36.0,11.68877306006076,1501.4207875867476,Red River,0.5293500856677236,0.9858490566037735
225,231,23,23_32,431995.94472896133,3681950.5601265063,275.0,182.0,228.5,22.0,12.26956590135581,1822.842338912287,Red River,0.6426724314993024,0.8584905660377359
226,233,23,23_40,432221.7405643419,3681417.945986062,239.0,199.0,219.0,30.0,11.666346811432483,2235.0279633844075,Red River,0.7879951134744344,0.9386792452830188
227,235,23,23_42,432303.8458428764,3681292.475036871,0.0,149.0,74.5,38.0,6.009237552925018,2335.5583221231977,Red River,0.823438710932626,0.7028301886792453
228,237,23,23_44,432396.4906739863,3681177.0506768683,205.0,211.0,208.0,30.0,9.03636685123342,2429.340851610339,Red River,0.8565032524845964,0.9952830188679245
229,239,23,23_46,432513.9847435801,3681085.313359357,234.0,201.0,217.5,34.0,8.727524207991697,2501.4823573917342,Red River,0.8819379025049682,0.9481132075471698
230,241,23,23_49,432696.079786524,3680953.287638801,232.0,254.0,243.0,30.0,8.858830339475391,2615.9880568309713,Red River,0.9223087314616045,1.1981132075471699
231,243,23,23_54,432999.5713100597,3680733.2448877464,369.0,243.0,306.0,46.0,11.664182866306774,2836.3474914580424,Red River,1.0,1.1462264150943395
232,245,24,24_6,432383.1662667106,3677877.322958794,420.0,114.0,267.0,40.0,11.438510139292152,0.0,Red River,0.0,0.7215189873417721
233,246,24,24_7,432339.24286704214,3677817.759512289,339.0,137.0,238.0,30.0,8.29609771948137,74.0072239581399,Red River,0.050952863201845236,0.8670886075949367
234,247,24,24_10,432223.31055233977,3677625.8614836163,341.0,236.0,288.5,42.0,11.394919593422117,297.971010193177,Red River,0.205148569402848,1.4936708860759493
235,248,24,24_11,432192.614280589,3677557.620808024,313.0,252.0,282.5,40.0,11.7098462936093,372.1821121734094,Red River,0.25624179956367305,1.5949367088607596
236,249,24,24_16,432060.9431042073,3677207.722415995,255.0,161.0,208.0,36.0,11.924026030162528,743.0966648899071,Red River,0.5116109034612479,1.018987341772152
237,250,24,24_18,432028.9499764128,3677061.4238357656,225.0,158.0,191.5,30.0,11.937467202150636,889.4720677294068,Red River,0.6123881719237776,1.0
238,251,24,24_20,432016.601716639,3676913.069586423,213.0,79.0,146.0,22.0,10.038841932676556,1031.578467930349,Red River,0.7102262961269066,0.5
239,252,24,24_22,432019.4551038445,3676763.178062128,248.0,157.0,202.5,74.0,6.29784329047087,1172.0088142844393,Red River,0.8069104824060044,0.9936708860759493
240,253,24,24_23,432021.59873222787,3676688.268695096,215.0,157.0,186.0,28.0,11.099782943550295,1242.8117814094683,Red River,0.8556572628587733,0.9936708860759493
241,254,24,24_24,432026.3846964143,3676613.568569557,243.0,166.0,204.5,40.0,11.221119529796514,1313.1520266973155,Red River,0.9040854662698772,1.0506329113924051
242,255,24,24_26,432044.6510622689,3676464.856845146,230.0,185.0,207.5,36.0,9.689177031402263,1452.4644800620304,Red River,1.0,1.1708860759493671
0,0,0,0_0,322900.3659328771,3340826.7297218544,243.0,194.0,218.5,38.0,5.2517506708954045,0.0,Trinity River,0.0,0.8660714285714286
1,1,0,0_1,322705.36841089197,3340805.562794225,219.0,165.0,192.0,72.0,5.162524459437172,196.142989692789,Trinity River,0.17433616783931083,0.7366071428571429
2,2,0,0_3,322276.7415330914,3340750.7937512817,312.0,223.0,267.5,114.0,5.24410427965686,628.2305815820431,Trinity River,0.5583850449308281,0.9955357142857143
3,3,0,0_4,322077.2446525776,3340805.03379214,297.0,263.0,280.0,122.0,4.832776107808367,823.407162616444,Trinity River,0.7318622476736345,1.1741071428571428
4,4,0,0_7,321857.64122008235,3341249.2710832474,302.0,250.0,276.0,38.0,4.9550646658088,1125.0848984679872,Trinity River,1.0,1.1160714285714286
5,5,0,0_8,321912.93983876397,3341352.9876654465,324.0,253.0,288.5,38.0,4.887202664765044,1118.9091627693774,Trinity River,0.9945108713955549,1.1294642857142858
6,6,0,0_9,322102.1176033152,3341509.6207436104,261.0,224.0,242.5,42.0,4.4056332398134055,1050.4953799247794,Trinity River,0.9337032088469276,1.0
7,7,1,1_0,325068.09537371673,3320674.618666328,229.0,74.0,151.5,44.0,4.45763524977382,0.0,Trinity River,0.0,0.4625
8,8,1,1_1,324958.87529186765,3320621.5960622467,236.0,104.0,170.0,58.0,4.505218599562026,121.41014299754339,Trinity River,0.13155966770998853,0.65
9,9,1,1_3,324722.65480118594,3320502.215662202,162.0,109.0,135.5,46.0,3.711048809271572,386.07251259591436,Trinity River,0.4183470195740283,0.68125
10,10,1,1_4,324585.81189456553,3320466.814246211,169.0,85.0,127.0,60.0,3.6660554029858954,525.1476280840224,Trinity River,0.5690483986236682,0.53125
11,11,1,1_5,324439.1264584891,3320450.3041781536,168.0,165.0,166.5,66.0,3.6198772775179635,667.7715821503314,Trinity River,0.7235952885390186,1.03125
12,12,1,1_8,324150.9944138248,3320571.7487877924,176.0,190.0,183.0,72.0,3.631948114362184,922.8523080886852,Trinity River,1.0,1.1875
13,13,1,1_9,324153.5345994922,3320634.6139054215,194.0,218.0,206.0,40.0,3.9506123515488087,915.4353011793589,Trinity River,0.9919629535037003,1.3625
